gen 31 00:11:13|5[info]31/01/2015 00:11:12 - [UTENTE = ][REMOTE IP = 157.55.39.92][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)]
gen 31 01:21:50|5[info]31/01/2015 01:21:50 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ProductInfo][id_giacenza = 28][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:22:47|5[info]31/01/2015 01:22:47 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 10][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:22:59|5[info]31/01/2015 01:22:59 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:23:50|5[info]31/01/2015 01:23:50 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:23:54|5[info]31/01/2015 01:23:54 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 16][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:23:55|5[info]31/01/2015 01:23:55 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ProductInfo][id_giacenza = 19][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:25:05|5[info]31/01/2015 01:25:05 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:25:07|5[info]31/01/2015 01:25:07 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:25:08|5[info]31/01/2015 01:25:08 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:25:14|5[info]31/01/2015 01:25:14 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ProductInfo][id_giacenza = 32][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:25:52|5[info]31/01/2015 01:25:52 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:25:56|5[info]31/01/2015 01:25:56 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Contatti][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:25:59|5[info]31/01/2015 01:25:59 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:26:11|5[info]31/01/2015 01:26:11 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:26:13|5[info]31/01/2015 01:26:13 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:26:15|5[info]31/01/2015 01:26:15 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ProductInfo][id_giacenza = 28][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:26:17|5[info]31/01/2015 01:26:17 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:26:24|5[info]31/01/2015 01:26:24 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:26:26|5[info]31/01/2015 01:26:26 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:26:26|5[info]31/01/2015 01:26:26 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:27:00|5[info]31/01/2015 01:27:00 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 16][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:27:03|5[info]31/01/2015 01:27:03 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ProductInfo][id_giacenza = 40][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:27:28|5[info]31/01/2015 01:27:28 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 10][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:31:43|5[info]31/01/2015 01:31:43 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 15][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:31:55|5[info]31/01/2015 01:31:55 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ProductInfo][id_giacenza = 78][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:32:08|5[info]31/01/2015 01:32:08 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 10][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:32:09|5[info]31/01/2015 01:32:09 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:32:12|5[info]31/01/2015 01:32:12 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:32:14|5[info]31/01/2015 01:32:14 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Orders][user_id = 7218][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:32:16|5[info]31/01/2015 01:32:16 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:35:23|5[info]31/01/2015 01:35:23 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 10][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:35:25|5[info]31/01/2015 01:35:25 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 15][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:35:46|5[info]31/01/2015 01:35:46 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ProductInfo][id_giacenza = 79][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:35:49|5[info]31/01/2015 01:35:49 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:48:09|5[info]31/01/2015 01:48:09 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 10][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:48:11|5[info]31/01/2015 01:48:11 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 15][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:48:38|5[info]31/01/2015 01:48:38 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 15][rowForPage = 12][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:48:45|5[info]31/01/2015 01:48:45 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 15][rowForPage = 8][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:48:52|5[info]31/01/2015 01:48:52 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 15][rowForPage = 12][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:48:59|5[info]31/01/2015 01:48:59 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ProductInfo][id_giacenza = 80][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:49:25|5[info]31/01/2015 01:49:25 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][reset = 1][pageID = 1][only_disp = 1][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:49:28|5[info]31/01/2015 01:49:28 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ShoppingCart][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:49:34|5[info]31/01/2015 01:49:34 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:49:37|5[info]31/01/2015 01:49:37 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 10][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:50:06|5[info]31/01/2015 01:50:06 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 10][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:50:08|5[info]31/01/2015 01:50:08 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 15][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:50:22|5[info]31/01/2015 01:50:22 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][reset = 1][pageID = 1][only_disp = 1][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:50:40|5[info]31/01/2015 01:50:40 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][only_disp = 1][search = 1][pageID = 2][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:50:41|5[info]31/01/2015 01:50:41 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][only_disp = 1][search = 1][pageID = 3][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:50:59|5[info]31/01/2015 01:50:59 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ProductInfo][id_giacenza = 38][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:51:02|5[info]31/01/2015 01:51:02 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 10][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:51:03|5[info]31/01/2015 01:51:03 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:51:06|5[info]31/01/2015 01:51:06 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:51:06|5[info]31/01/2015 01:51:06 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:51:08|5[info]31/01/2015 01:51:08 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][reset = 1][pageID = 1][only_disp = 1][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:51:10|5[info]31/01/2015 01:51:10 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ProductInfo][id_giacenza = 34][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:51:12|5[info]31/01/2015 01:51:12 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:51:13|5[info]31/01/2015 01:51:13 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 10][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:51:17|5[info]31/01/2015 01:51:17 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:51:20|5[info]31/01/2015 01:51:20 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:51:22|5[info]31/01/2015 01:51:22 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ProductInfo][id_giacenza = 28][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:51:24|5[info]31/01/2015 01:51:24 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:51:26|5[info]31/01/2015 01:51:26 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:51:26|5[info]31/01/2015 01:51:26 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:51:29|5[info]31/01/2015 01:51:29 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][reset = 1][pageID = 1][only_disp = 1][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:51:38|5[info]31/01/2015 01:51:38 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][only_disp = 1][search = 1][pageID = 2][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:52:28|5[info]31/01/2015 01:52:28 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:52:31|5[info]31/01/2015 01:52:31 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ProductInfo][id_giacenza = 28][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:52:33|5[info]31/01/2015 01:52:33 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ShoppingCart][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:52:49|5[info]31/01/2015 01:52:49 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = CheckoutShopping][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:52:51|5[info]31/01/2015 01:52:51 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:52:54|5[info]31/01/2015 01:52:54 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 10][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:52:55|5[info]31/01/2015 01:52:55 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ProductInfo][id_giacenza = 13][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:52:58|5[info]31/01/2015 01:52:58 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:53:00|5[info]31/01/2015 01:53:00 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:53:00|5[info]31/01/2015 01:53:00 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:53:22|5[info]31/01/2015 01:53:22 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][reset = 1][pageID = 1][only_disp = 1][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:53:24|5[info]31/01/2015 01:53:24 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ProductInfo][id_giacenza = 34][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:53:39|5[info]31/01/2015 01:53:39 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = ShoppingCart][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:53:46|5[info]31/01/2015 01:53:46 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:53:49|5[info]31/01/2015 01:53:49 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 40][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:53:52|5[info]31/01/2015 01:53:52 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 10][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:56:06|5[info]31/01/2015 01:56:06 - [UTENTE = ][REMOTE IP = 66.249.78.48][act = ProductInfo][id_giacenza = 56][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
gen 31 01:56:59|5[info]31/01/2015 01:56:59 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][REQUEST METHOD = GET][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:57:02|5[info]31/01/2015 01:57:02 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 10][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:57:17|5[info]31/01/2015 01:57:17 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 10][rowForPage = 8][pageID = 1][only_disp = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:57:19|5[info]31/01/2015 01:57:19 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 10][only_disp = 1][search = 1][pageID = 2][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
gen 31 01:57:22|5[info]31/01/2015 01:57:22 - [UTENTE = alberto][REMOTE IP = 79.7.71.16][act = Search][gm = 10][only_disp = 1][search = 1][pageID = 1][famiglia = ][REQUEST METHOD = POST][USER AGENT = Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:35.0) Gecko/20100101 Firefox/35.0]
